name	country	gender	birthdate	birthyear	competition_years	first	last	results
James GOBLE	GBR	M	23 Nov 1995	1995	2015	2015	2015	FA Final,5,BLM2-
Eduard BEZDEK	CZE	M	28 Sep 1998	1998	2017;2016;2016;2015	2015	2017	FB Final,2,BM8+;FA Final,1,JM4x;FA Final,1,JM4x;FA Final,4,JM2x
Alena SHATAGINA	RUS	W	25 Mar 1993	1993	2016;2016;2015;2015	2015	2016	FB Final,6,LW2x;FB Final,4,LW2x;FB Final,4,LW2x;FC Final,5,LW2x
Takuto EMOTO	JPN	M	10 Nov 1997	1997	2015	2015	2015	FC Final,1,JM2x
Mao KADOYA	JPN	W	6 Mar 1998	1998	2017;2016;2015	2015	2017	FB Final,4,BLW2x;FC Final,2,BLW2x;FB Final,6,JW4x
Akira KIMURA	JPN	M	29 Nov 1997	1997	2018;2015	2015	2018	FB Final,5,BM2x;FC Final,6,JM4x
Riko NAGAI	JPN	W	17 Jun 1997	1997	2015	2015	2015	FB Final,6,JW4x
Tomoya NAKAMURA	JPN	M	2 Apr 1997	1997	2015	2015	2015	FC Final,6,JM4x
Soshiro NOMURA	JPN	M	16 Dec 1997	1997	2015	2015	2015	FC Final,1,JM2x
Junya SETO	JPN	M	6 Mar 1998	1998	2016;2015	2015	2016	FE Final,1,JM2x;FC Final,6,JM4x
Akiho TAKANO	JPN	W	5 Oct 1997	1997	2018;2015	2015	2018	FC Final,3,BW2-;FC Final,4,JW2x
Ryoma TAKASE	JPN	M	18 Aug 1997	1997	2015	2015	2015	FC Final,6,JM4x
Mayu TANAKA	JPN	W	7 May 1997	1997	2015	2015	2015	FB Final,6,JW4x
Shiori YOKOTA	JPN	W	30 Apr 1997	1997	2015	2015	2015	FC Final,4,JW2x
Remika YOSHIDA	JPN	W	26 Sep 1997	1997	2015	2015	2015	FB Final,6,JW4x
Markus CHRISTENSEN	NOR	M	15 Dec 1990	1990	2016	2016	2016	FC Final,4,LM2-
Grepperud HAAKON	NOR	M	27 Dec 1990	1990	None	None	NoneNone
Taeyoon KANG	KOR	M	19 Apr 1995	1995	2015	2015	2015	FD Final,2,BLM2x
VAN HA NGUYEN	VIE	M	1 Oct 1994	1994	2015	2015	2015	FF Final,1,LM2x
Maria KURY	ARG	W	6 Jun 1997	1997	2015	2015	2015	FB Final,5,JW4x
Sofia PAITA	ARG	W	30 Oct 1997	1997	2015	2015	2015	FB Final,5,JW4x
Alja SKRLJ	SLO	W	14 Jun 1998	1998	2016;2015	2015	2016	FB Final,2,JW1x;FB Final,6,JW2x
Valentina MIKLAVCIC	SLO	W	20 Jan 1997	1997	2016;2015	2015	2016	FC Final,2,BW2x;FB Final,6,JW2x
Volodymyr DZIUBYNSKYI	UKR	M	7 Jun 1996	1996	2017;2016;2015	2015	2017	FC Final,6,BLM2x;FC Final,2,BLM4-;FD Final,1,BLM1x
Edvardas BABARSKAS	LTU	M	21 Jul 1995	1995	2015	2015	2015	FB Final,3,BM4-
Hanna DYMOVA	UKR	W	10 Aug 1993	1993	2018;2015	2015	2018	R1 Repechage,5,LW4x;FC Final,4,BLW1x
Charlotte  PETERSEN	DEN	W	5 Apr 1995	1995	2015	2015	2015	FA Final,6,BLW4x
Olivia Meinert CARDEL	DEN	W	19 Feb 1996	1996	2018;2016;2015	2015	2018	FC Final,3,BLW2x;FB Final,3,BLW2x;FA Final,6,BLW4x
Alex Berg KRISTENSEN	DEN	M	23 Jul 1993	1993	2015	2015	2015	FB Final,2,BLM4-
Eskil BECH-PEDERSEN	DEN	M	12 Nov 1994	1994	2016;2015	2015	2016	FB Final,4,BLM2-;FB Final,2,BLM4-
Malte Friis RUSBJERG	DEN	M	21 Apr 1998	1998	2018;2016;2016;2015	2015	2018	FB Final,2,BM4+;FB Final,5,JM8+;FA Final,5,JM8+;FB Final,5,JM4x
Marie MOERCH-PEDERSEN	DEN	W	4 Oct 1997	1997	2018;2016;2015	2015	2018	FC Final,3,BLW2x;FB Final,3,BLW4x;FC Final,1,JW2x
Emil LENZING	DEN	M	29 Jul 1998	1998	2018;2016;2016;2015	2015	2018	SC/D 2 Semifinal,0,BM1x;FA Final,6,JM1x;FA Final,6,JM1x;FB Final,5,JM4x
Bastian SECHER	DEN	M	16 Aug 1999	1999	2018;2017;2016;2016;2015	2015	2018	FB Final,2,BM4-;FA Final,4,JM1x;FC Final,1,JM2x;FA Final,4,JM2x;FB Final,5,JM4x
Emma Sophie HAMMER	DEN	W	15 Dec 1998	1998	2017;2016;2016;2015	2015	2017	FA Final,5,BW8+;FB Final,4,JW4x;FA Final,5,JW4x;FC Final,1,JW2x
Simone SOERENSEN	DEN	W	21 Nov 1999	1999	2016;2016;2015	2015	2016	FC Final,2,JW1x;FC Final,2,JW1x;FB Final,4,JW4x
Sebastian BACHE	DEN	M	23 Dec 1997	1997	2018;2016;2015	2015	2018	FB Final,2,BM4-;FB Final,1,BLM4-;FB Final,6,JM4-
Marcus JOHANSEN	DEN	M	24 Mar 1997	1997	2015	2015	2015	FB Final,6,JM4-
Niels FREDERIKSEN	DEN	M	30 Jan 1998	1998	2018;2016;2016;2015	2015	2018	FC Final,2,BM4x;FA Final,6,JM4x;FB Final,1,JM4x;FB Final,6,JM4-
Sebastian SOELVE	DEN	M	18 Jun 1997	1997	2015	2015	2015	FB Final,6,JM4-
Adam WITCZAK	POL	M	6 Aug 1994	1994	2015	2015	2015	FB Final,4,BM8+
Jaroslaw ZAPAL	POL	M	17 Feb 1995	1995	2015	2015	2015	FB Final,4,BLM2x
Lukasz STASIEWICZ	POL	M	21 Jan 1994	1994	2016;2016;2016;2015	2015	2016	FA Final,4,BLM4-;FB Final,2,LM2-;FB Final,3,LM4-;FB Final,4,BLM2x
Rafal STASZAK	POL	M	3 Aug 1997	1997	2015	2015	2015	FA Final,5,JM4x
Bartlomiej DZUNINSKI	POL	M	5 Dec 1997	1997	None	None	NoneNone
Bogumil LYCZAK	POL	M	3 Oct 1997	1997	2015	2015	2015	FA Final,5,JM4x
Anastasiia SHERSHNEVA	RUS	W	31 Oct 1995	1995	2016;2015	2015	2016	FC Final,3,BW2x;FB Final,3,BW4x
Marcin KRYSINSKI	POL	M	14 Jan 1997	1997	2015	2015	2015	FA Final,5,JM4x
Mikolaj EWERTOWSKI	POL	M	9 Apr 1998	1998	None	None	NoneNone
Nikita BOLOZIN	RUS	M	14 Dec 1994	1994	2018;2018;2018;2017;2017;2017;2017;2016;2015	2015	2018	FE Final,2,LM2x;FA Final,4,LM4x;FC Final,4,LM2x;FA Final,5,LM2-;FA Final,2,LM2-;FA Final,2,LM2-;FA Final,2,LM2-;FC Final,4,BLM2x;FC Final,3,BLM2x
Maksim GOLUBEV	RUS	M	23 Aug 1994	1994	2018;2018;2018;2018;2017;2016;2016;2016;2015	2015	2018	FC Final,5,M4-;FA Final,6,M8+;FA Final,5,M4-;FA Final,6,M8+;FC Final,2,M1x;FA Final,6,M8+;FA Final,2,M8+;FA Final,4,M8+;FC Final,1,BM2x
Ivan GUSEV	RUS	M	5 Feb 1993	1993	2015	2015	2015	FA Final,3,BM8+
Anna AKSENOVA	RUS	W	31 Oct 1997	1997	2018;2018;2017;2017;2017;2016;2015	2015	2018	FB Final,5,W2-;FA Final,1,BW4-;FB Final,1,W8+;FA Final,3,BW8+;FA Final,3,W8+;FA Final,3,BW8+;FB Final,5,BW4-
Tatiana KULIKOVA	RUS	W	14 Mar 1996	1996	2018;2015	2015	2018	FB Final,2,BW8+;FB Final,3,BW2-
Valentina PLAKSINA	RUS	W	31 Jul 1996	1996	2018;2018;2017;2017;2017;2016;2015	2015	2018	FB Final,5,W2-;FA Final,1,BW4-;FB Final,1,W8+;FA Final,3,BW8+;FA Final,3,W8+;FA Final,3,BW8+;FB Final,5,BW4-
Ekaterina KOPAEVA	RUS	W	11 Jul 1995	1995	2016;2015	2015	2016	FA Final,3,BW8+;FA Final,2,BW8+
Marina KOSTENKO	RUS	W	20 Dec 1996	1996	2015	2015	2015	FB Final,5,BW4-
Elizaveta KRYLOVA	RUS	W	29 Apr 1996	1996	2018;2017;2017;2015	2015	2018	FB Final,2,BW8+;FB Final,1,W8+;FA Final,3,BW8+;FB Final,5,BW4-
Iurii LESNOV	RUS	M	29 Nov 1994	1994	2016;2015	2015	2016	FC Final,3,BLM1x;FB Final,4,BLM1x
Pavel PODOLSKIY	RUS	M	2 Jun 1993	1993	2015	2015	2015	FA Final,3,BM8+
Aleksei CHEPEREV	RUS	M	3 May 1993	1993	2017;2015	2015	2017	FC Final,6,M2x;FC Final,1,BM2x
Van Tuan NGUYEN	VIE	M	3 Dec 1995	1995	2015	2015	2015	FE Final,4,BLM2x
Lana BRACKA	LAT	W	18 Jun 1997	1997	2016;2015	2015	2016	FC Final,4,BW1x;FB Final,5,BW2x
Dinh Nam  NHU	VIE	M	21 Oct 1998	1998	2015	2015	2015	FD Final,4,JM1x
Inga LANGE	LAT	W	4 Sep 1997	1997	2015	2015	2015	FB Final,5,BW2x
Nhan NGUYEN	VIE	W	30 Jun 1997	1997	2015	2015	2015	FD Final,3,JW1x
Reinis UPENIEKS	LAT	M	23 Apr 1996	1996	2015	2015	2015	R1 Repechage,4,BM2-
Mykhailo MIRONENKO	UKR	M	28 Feb 1994	1994	2016;2015	2015	2016	FA Final,4,BM8+;FB Final,3,BM4+
Roman PIVEN	UKR	M	27 Dec 1994	1994	2018;2018;2018;2015	2015	2018	FD Final,2,M2-;FB Final,6,M2-;FB Final,3,M2-;FB Final,4,BM4-
Jocelyn SPRUIT	NED	W	23 Sep 1993	1993	2016;2015	2015	2016	R1 Repechage,5,W4-;FA Final,5,BW8+
Just Jan VAN DER ENDT	NED	M	20 Jul 1993	1993	2017;2016;2016;2015	2015	2017	FA Final,6,LM4x;FB Final,1,LM4x;FA Final,2,LM4x;FA Final,6,BLM2-
Vincent DE VEGT	NED	M	28 Sep 1995	1995	2016;2015	2015	2016	FC Final,1,BLM4-;FA Final,6,BLM2-
Bente VAN DER LAAN	NED	W	25 May 1993	1993	2015	2015	2015	FA Final,5,BW8+
Maxime LUBBERS	NED	W	7 May 1993	1993	2015	2015	2015	FA Final,5,BW8+
Ruben SOMERS	BEL	M	6 Apr 1995	1995	2018;2018;2018;2017;2017;2016;2015	2015	2018	FB Final,3,LM1x;FB Final,4,LM1x;FA Final,6,LM1x;FB Final,6,BLM1x;FC Final,2,LM2x;FB Final,3,BLM2x;FA Final,6,BLM4x
Oleksii SELIVANOV	UKR	M	30 Mar 1997	1997	2018;2017;2015	2015	2018	FA Final,5,BM4x;FB Final,6,BM4x;FB Final,6,JM1x
Oleksandra ROHOZHYNSKA	UKR	W	3 Apr 2000	2000	2016;2016;2015	2015	2016	FB Final,5,JW2-;FA Final,6,JW2-;FB Final,4,JW2-
Zhanna HUZHVA	UKR	W	22 Jul 2000	2000	2017;2017;2016;2016;2015	2015	2017	FC Final,3,JW4-;FC Final,2,BW4-;FB Final,5,JW2-;FA Final,6,JW2-;FB Final,4,JW2-
Vladyslav HYSAR	UKR	M	11 May 1998	1998	2016;2015	2015	2016	FB Final,5,JM4x;FA Final,3,JM4x
Oleh NOHOL	UKR	M	25 Apr 1999	1999	2017;2016;2016;2015	2015	2017	FA Final,5,JM4+;FB Final,2,JM4+;FA Final,5,JM4+;FB Final,2,JM4+
Vitaliy KOLBIAGIN	UKR	M	2 Apr 1997	1997	2015	2015	2015	FB Final,2,JM4+
Evelyn SILVESTRO	ARG	W	1 Mar 1999	1999	2017;2015	2015	2017	FC Final,2,JW2-;FB Final,5,JW4x
Maria Sol ORDAS	ARG	W	24 Sep 2000	2000	2018;2015	2015	2018	FA Final,2,JW1x;FB Final,5,JW4x
Babette SCHEP	NED	W	20 Apr 1994	1994	2015	2015	2015	FA Final,5,BW8+
Felicity DICKSON	ARG	W	12 Feb 1997	1997	2015	2015	2015	FC Final,2,JW2x
Melissa CONSOLI	ARG	W	12 Aug 1998	1998	2015	2015	2015	FC Final,2,JW2x
Marlies VAN DER LUGT	NED	W	12 Jun 1993	1993	2015	2015	2015	FA Final,5,BW8+
Alejandro VERA ORTEGA	ESP	M	1 Jul 1993	1993	2018;2017;2015	2015	2018	FB Final,1,LM4x;FC Final,2,LM1x;FB Final,1,BLM4-
Manuel ALVAREZ	ESP	M	21 Jan 1997	1997	2015	2015	2015	FA Final,6,JM4-
Skander CHERNI	TUN	M	30 Nov 1996	1996	2017;2015;2015	2015	2017	FD Final,1,BLM2x;F A Final,3,LM2x;FE Final,3,BLM2x
Daniel SPIRIDON	ROU	M	6 Sep 1997	1997	None	None	NoneNone
YUTING KU	CHN	W	16 Apr 1995	1995	2017;2017;2015	2015	2017	FB Final,2,W8+;FA Final,4,W8+;FB Final,4,BW2x
JING LUO	CHN	W	16 Sep 1993	1993	2015	2015	2015	FB Final,6,BW4x
Abdallah ADOUANI	TUN	M	28 May 1996	1996	2015;2015	2015	2015	F A Final,3,LM2x;FE Final,3,BLM2x
CHAONAN QUAN	CHN	W	11 Apr 1995	1995	2015	2015	2015	FB Final,6,BW4x
SONGSONG XIE	CHN	W	8 Jan 1993	1993	2017;2017;2015	2015	2017	FB Final,2,W8+;FA Final,4,W8+;FB Final,4,BW2x
YUE ZHOU	CHN	W	9 Jan 1995	1995	2015	2015	2015	FB Final,1,BW1x
Man SUN	CHN	M	22 Aug 1995	1995	2018;2017;2017;2016;2015	2015	2018	FA Final,5,LM1x;FA Final,3,LM2x;FA Final,4,LM2x;FB Final,5,LM2x;FA Final,5,BLM1x
LEI CHEN	CHN	M	20 Mar 1994	1994	2015	2015	2015	FB Final,5,BM4-
XIAOLU LIU	CHN	M	23 Mar 1993	1993	2015	2015	2015	FB Final,5,BM4-
Anastasia VONTZOU	GRE	W	12 Jul 1999	1999	2018;2018;2016;2016;2016;2015	2015	2018	FB Final,4,LW2x;FA Final,4,BLW2x;FA Final,2,JW2x;FA Final,2,JW2x;FA Final,6,LW2x;FA Final,6,BW4x
Anneta KYRIDOU	GRE	W	30 Oct 1998	1998	2018;2018;2018;2018;2017;2017;2017;2016;2016;2015	2015	2018	FB Final,3,W4-;FA Final,4,BW2x;FA Final,4,W2x;FC Final,3,W1x;FB Final,6,W2x;FA Final,3,BW2x;FB Final,2,W2x;FA Final,2,JW2x;FA Final,2,JW2x;FA Final,6,BW4x
Federica MOLINARO	ITA	W	28 Dec 1997	1997	2015	2015	2015	FB Final,5,BLW1x
Christian BIOLCATI	ITA	M	5 Nov 1995	1995	2017;2015	2015	2017	FB Final,3,BM2-;FB Final,1,BM8+
Stefano CICCARELLI	ITA	M	27 Feb 1994	1994	2016;2015	2015	2016	FC Final,4,BM1x;FA Final,6,BM4x
Alberto DINI	ITA	M	15 Jun 1996	1996	2016;2015	2015	2016	FA Final,5,BM2-;FB Final,1,BM8+
Giulio FRANCALACCI	ITA	M	17 Nov 1995	1995	None	None	NoneNone
Emenuele GAETANI LISEO	ITA	M	22 Nov 1996	1996	2017;2016;2015	2015	2017	FB Final,4,BM8+;FA Final,6,M8+;FB Final,1,BM8+
Lorenzo GALANO	ITA	M	5 Apr 1995	1995	2017;2017;2017;2016;2015	2015	2017	FC Final,3,LM1x;FA Final,3,BLM1x;FD Final,1,LM1x;FA Final,2,BLM2x;FA Final,3,BLM2x
Federico PARMA	ITA	M	15 Feb 1993	1993	None	None	NoneNone
Ferruh Yigit ARIN	TUR	M	29 Oct 1993	1993	2015	2015	2015	FA Final,4,BM4+
Berke KIZGIR	TUR	M	13 Dec 1998	1998	None	None	NoneNone
Cengizhan SUNGURLU	TUR	M	5 Nov 1993	1993	2015	2015	2015	FA Final,4,BM4+
Kostadin GEORGIEV	BUL	M	9 Nov 1997	1997	2015	2015	2015	FB Final,6,BM4-
Antoan TYUFEKCHIEV	BUL	M	14 Nov 1998	1998	2016;2015	2015	2016	FB Final,3,JM4-;FB Final,6,BM4-
Lachezar STOEV	BUL	M	13 Jan 1995	1995	2015	2015	2015	FB Final,5,BM8+
Denislav MECHKARSKI	BUL	M	9 Oct 2000	2000	2015	2015	2015	FB Final,5,BM8+
Aleksandra ATANASOVA	BUL	W	15 Apr 1998	1998	2015	2015	2015	FB Final,4,BW2-
Ignacio PEREZ BURGOS	ARG	M	23 Apr 1997	1997	2015	2015	2015	FC Final,5,JM2x
Enzo ZANGHI	ARG	M	23 Jun 1997	1997	2015	2015	2015	FC Final,5,JM2x
Lazar LAZOVIC	SRB	M	10 Oct 1997	1997	2016;2015	2015	2016	FB Final,4,BM4+;FB Final,1,JM4-
Christopher HAYES	AUS	M	24 Feb 1993	1993	2015	2015	2015	FA Final,3,BM4x
William MURE	AUS	M	30 Oct 1993	1993	2015	2015	2015	FA Final,3,BM4x
Rowena MEREDITH	AUS	W	27 Apr 1995	1995	2018;2018;2018;2017;2017;2017;2017;2016;2015	2015	2018	FB Final,1,W4x;FA Final,6,W4x;FA Final,3,W4x;FA Final,6,W4x;FA Final,2,BW4x;FA Final,3,W4x;FA Final,2,W4x;FA Final,6,BW4x;FA Final,2,BW4x
Holly LAWRENCE	AUS	W	8 Feb 1994	1994	2015	2015	2015	FB Final,1,BLW2x
Jack CLEARY	AUS	M	8 Aug 1995	1995	None	None	NoneNone
Louis COPOLOV	AUS	M	17 Aug 1995	1995	2016;2015	2015	2016	FA Final,3,BM4+;FA Final,5,BM4+
James CROXFORD	AUS	M	11 Sep 1993	1993	2015	2015	2015	FA Final,5,BM4+
Jack KELLY	AUS	M	10 Sep 1994	1994	2018;2018;2015	2015	2018	FA Final,5,LM4x;FA Final,5,LM4x;FB Final,3,BLM1x
Benjamin SOUTHWELL	AUS	M	25 Jul 1980	1980	None	None	NoneNone
Sam HARDY	AUS	M	21 Jul 1995	1995	2017;2016;2015	2015	2017	FA Final,5,BM4+;FA Final,3,BM4+;FA Final,5,BM4+
Jack CLEARY	AUS	M	8 Aug 1995	1995	None	None	NoneNone
Dewi YULIAWATI	INA	W	2 Jun 1997	1997	2016;2015;2015	2015	2016	FE Final,5,W1x;FE Final,2,W1x;FD Final,3,W1x
Muhammad HADRIS	INA	M	8 Jan 1995	1995	None	None	NoneNone
Dogus KOKER	TUR	M	26 Oct 1994	1994	2016;2015	2015	2016	FC Final,5,BM1x;FA Final,4,BM4+
Estel BOIX	ESP	W	15 May 1997	1997	2018;2017;2015	2015	2018	FB Final,1,BLW2x;FA Final,5,BLW2x;FB Final,5,JW1x
Spyridon ANTONIS	GRE	M	24 Jun 1998	1998	2015;2015	2015	2015	FC Final,4,LM4-;FA Final,4,JM4-
Ioannis KALANDARIDIS	GRE	M	18 May 1998	1998	2018;2018;2018;2017;2017;2016;2016;2015	2015	2018	FB Final,4,M2x;FA Final,1,BM2x;FE Final,2,M1x;FB Final,2,BM1x;FE Final,3,M1x;FA Final,1,JM2-;FA Final,1,JM2-;FA Final,4,JM4-
Diana PARVANOVA	BUL	W	8 Jul 1997	1997	2015	2015	2015	FC Final,4,BLW2x
Ondrej SAMS	CZE	M	23 Sep 1995	1995	2016;2015	2015	2016	FB Final,6,BM2x;FB Final,3,BM4x
Nikolai OSADCHUK	RUS	M	4 Aug 1994	1994	None	None	NoneNone
Nikolay PIMENOV	RUS	M	31 Jan 1997	1997	2018;2018;2018;2018;2017;2017;2016	2016	2018	FB Final,4,M4x;FB Final,1,M4x;FB Final,4,M4x;FA Final,6,M4x;FB Final,4,M4x;FA Final,2,BM4x;FB Final,1,BM4x
Dmitrii LEBEDEV	RUS	M	23 May 1996	1996	None	None	NoneNone
Ivan IUDIN	RUS	M	31 Jul 1995	1995	None	None	NoneNone
Gillian COOPER	GBR	W	14 Feb 1993	1993	2015	2015	2015	FA Final,3,BW8+
William HALL	GBR	M	8 May 1994	1994	2015	2015	2015	FA Final,5,BM8+
Jonathan JACKSON	GBR	M	2 Jun 1995	1995	2017;2016;2015	2015	2017	FA Final,4,BLM4x;FA Final,3,BLM4-;FA Final,3,BLM4-
Ross JARVIS	GBR	M	19 Aug 1994	1994	2018;2017;2015	2015	2018	FC Final,5,M2-;FB Final,4,M4-;FA Final,2,BM4-
Harry LEASK	GBR	M	16 Oct 1995	1995	2018;2018;2018;2018;2017;2017;2016;2015	2015	2018	FA Final,4,M1x;FA Final,3,M2x;FB Final,1,M1x;FC Final,2,M1x;FA Final,4,BM4x;FA Final,4,M4x;FA Final,5,BM4x;FA Final,5,BM8+
Rowan MCKELLAR	GBR	W	24 May 1994	1994	2018;2018;2018;2018;2017;2017;2016;2015	2015	2018	FB Final,1,W2-;FA Final,5,W2-;FA Final,3,W2-;FA Final,2,W8+;FB Final,1,W4-;FA Final,6,W4-;FA Final,4,BW4-;FA Final,2,BW2-
Henry MILLAR	GBR	M	25 Feb 1994	1994	2015	2015	2015	FA Final,5,BM8+
Benjamin REEVES	GBR	M	10 May 1994	1994	2016;2015	2015	2016	FA Final,3,BLM4-;FA Final,3,BLM4-
Rufus SCHOLEFIELD	GBR	M	29 Oct 1993	1993	2015	2015	2015	FA Final,5,BM8+
George STEWART	GBR	M	14 Apr 1995	1995	2017	2017	2017	FA Final,2,BM4+
Henry SWARBRICK	GBR	M	5 Apr 1994	1994	2015	2015	2015	FA Final,5,BM8+
Harriet TAYLOR	GBR	W	14 Feb 1994	1994	2018;2018;2018;2018;2017;2016;2015	2015	2018	FB Final,1,W2-;FA Final,5,W2-;FA Final,3,W2-;FA Final,2,W8+;FA Final,6,W4-;FA Final,4,BW4-;FA Final,3,BW8+
Annie WITHERS	GBR	W	22 Feb 1993	1993	2017;2017;2017;2015	2015	2017	FA Final,3,W8+;FA Final,2,W8+;FA Final,4,W8+;FA Final,3,BW8+
Deyvid YORDANOV	BUL	M	2 Jul 1994	1994	2015	2015	2015	FC Final,2,BM4x
Mario SIMEONOV	BUL	M	16 Jul 1996	1996	2017;2015	2015	2017	FB Final,5,BM2x;FC Final,6,BM2x
Angelov ANDREAN	BUL	M	17 Oct 1998	1998	2016;2015	2015	2016	FB Final,3,JM4-;FB Final,5,BM8+
Vasil MIHOV	BUL	M	24 Aug 1997	1997	2015	2015	2015	FB Final,5,BM8+
Asparuh STOYANOV	BUL	M	14 Mar 1998	1998	2016;2015	2015	2016	FB Final,3,JM4-;FB Final,5,BM8+
Andrey KOLEV	BUL	M	10 Dec 1997	1997	2015	2015	2015	FB Final,5,BM8+
Ivan BOTEV	BUL	M	22 Jun 1997	1997	2015	2015	2015	FB Final,5,BM8+
Teodor GEORGIEV	BUL	M	7 Jun 1998	1998	2015	2015	2015	FB Final,5,BM8+
Martin IVANOV	BUL	M	2 Mar 1998	1998	2015	2015	2015	FB Final,5,BM8+
Michal ZAJICEK	CZE	M	11 Jun 1996	1996	2015	2015	2015	FB Final,3,BM4x
Alberto NATALI	ITA	M	19 Dec 2000	2000	2015	2015	2015	FA Final,1,BM4+
Marin MATELJAN	CRO	M	17 Jul 2000	2000	2015	2015	2015	FB Final,2,BM8+
Aaron LATTIMER	CAN	M	21 Nov 1995	1995	2018;2017;2017;2017;2016;2015	2015	2018	FA Final,4,LM1x;FC Final,2,LM1x;FA Final,4,BLM2x;FB Final,5,LM2x;FA Final,4,BLM4x;FB Final,1,BLM4x
Vladyslav TYMINSKYI	CAN	M	14 Feb 1996	1996	2018;2016;2015	2015	2018	FC Final,1,BLM2x;FA Final,4,BLM4x;FB Final,1,BLM4x
Morgan CATHREA	CAN	W	17 Jun 1994	1994	2016;2015	2015	2016	FB Final,1,BW4-;FA Final,2,BW4-
Lucas DEGELDER	CAN	M	3 Oct 1994	1994	2016;2015	2015	2016	FB Final,1,BM4-;FA Final,3,BM4-
Karl ZIMMERMANN	CAN	M	8 Dec 1994	1994	2016;2015	2015	2016	FB Final,5,BM4x;FA Final,1,BM4x
Mackenzie COPP	CAN	M	19 Apr 1994	1994	2018;2018;2018;2017;2016;2015	2015	2018	FA Final,4,M2-;FA Final,6,M8+;FD Final,1,M4-;FB Final,2,M4-;FB Final,1,BM4-;FA Final,3,BM4-
Mohamed Khalil MANSOURI	TUN	M	25 Dec 1997	1997	2017;2016;2015	2015	2017	FD Final,1,BLM2x;FD Final,2,BLM2x;FD Final,2,JM1x
Mohamed BEN SIDHOM	TUN	M	16 Mar 1997	1997	2017;2016	2016	2017	FF Final,3,M1x;FD Final,2,BLM2x
Diogo ALLEN COELHO	POR	M	17 Jan 1996	1996	2017;2016;2015	2015	2017	FB Final,6,BLM4x;FB Final,5,BLM4x;FD Final,3,BLM1x
Alexandra SPAULDING	USA	W	21 May 1993	1993	2015	2015	2015	FA Final,1,BW8+
Taylor BEACH	USA	M	16 May 1994	1994	2015	2015	2015	FC Final,4,BM2x
Kevin BIELAWSKI	USA	M	10 Jun 1993	1993	2015	2015	2015	FB Final,5,BM2-
Corey BROWN	USA	M	3 Oct 1993	1993	2015	2015	2015	FB Final,2,BLM4x
Marco BUSTAMANTE NADEAU	USA	M	24 Feb 1996	1996	2015	2015	2015	FA Final,6,BLM4-
John CARROLL	USA	M	7 Nov 1994	1994	2015	2015	2015	FA Final,4,BM4-
Alexandra COULTRUP	USA	W	10 Jun 1993	1993	2015	2015	2015	FB Final,2,BLW4x
Dara ALIZADEH	USA	M	27 Aug 1993	1993	2015	2015	2015	FA Final,2,BM8+
Eric BENCA	USA	M	18 Feb 1993	1993	2015	2015	2015	FA Final,6,BM4+
Samuel PETTET	USA	M	23 Feb 1994	1994	2016;2015	2015	2016	FA Final,6,BM4+;FA Final,6,BM4+
Oscar GOLBERG	USA	M	16 Dec 1994	1994	2015	2015	2015	FA Final,6,BM4+
Megan GOODMAN	USA	W	11 Apr 1995	1995	2015	2015	2015	FC Final,1,BW2x
Hector FORMOSO-MURIAS	USA	M	23 May 1996	1996	2015	2015	2015	FC Final,2,BLM1x
Luka PAP	CRO	M	27 Apr 1994	1994	2016;2015	2015	2016	FB Final,6,BLM2x;FD Final,3,BLM2x
Alexander WATSON	CAN	M	24 Aug 1994	1994	2016;2015	2015	2016	FA Final,4,BLM4x;FB Final,1,BLM4x
Larkin DAVENPORT HUYER	CAN	W	25 Aug 1994	1994	2015	2015	2015	FB Final,5,BW4x
Gabrielle SMITH	CAN	W	24 Oct 1994	1994	2018;2018;2016;2015	2015	2018	FA Final,6,W2x;FA Final,2,W2x;FB Final,5,BW2x;FB Final,5,BW4x
Jakub BUCZEK	CAN	M	10 Oct 1993	1993	2018;2018;2015	2015	2018	FB Final,2,M8+;FA Final,6,M8+;FA Final,3,BM4-
Rachel WILLAUMEZ	BEL	W	14 Jan 1998	1998	2016;2016;2015	2015	2016	FB Final,2,JW1x;FA Final,4,JW1x;FB Final,3,JW1x
Mary CARMACK	USA	W	25 Dec 1993	1993	2015	2015	2015	FC Final,1,BW2x
Bridget KONTTINEN	USA	W	31 May 1995	1995	2015	2015	2015	FB Final,2,BLW4x
Sarah DOUGHERTY	USA	W	3 May 1994	1994	2017;2017;2016;2015	2015	2017	FA Final,4,W8+;FA Final,2,W4-;FA Final,1,BW8+;FA Final,1,BW8+
Jacob FORD	USA	M	14 Feb 1995	1995	2015	2015	2015	FA Final,6,BLM4-
Olivia JAMROG	USA	W	22 Jun 1993	1993	2015	2015	2015	FB Final,2,BLW4x
Ian KLEIN	USA	M	5 Nov 1994	1994	2015	2015	2015	FA Final,6,BLM4-
Kyle FLAGG	USA	M	29 Nov 1994	1994	2016;2015	2015	2016	FB Final,4,BM8+;FA Final,4,BM4-
Colette LUCAS-CONWELL	USA	W	12 Aug 1995	1995	2016;2015	2015	2016	FA Final,1,BW8+;FA Final,1,BW8+
Mary Ann MCNULTY	USA	W	11 Jan 1994	1994	2015	2015	2015	FB Final,4,BW1x
Thomas MEEKS	USA	M	20 Jan 1995	1995	2015	2015	2015	FA Final,2,BM8+
Kathryn ORAM	USA	W	19 Jul 1994	1994	2015	2015	2015	FC Final,2,BLW2x
