name	country	gender	birthdate	birthyear	competition_years	first	last	results
Simon TOZER	GBR	M	24 Dec 1933	1933	None	None	NoneNone
Philip VERDON	GBR	M	None	None	1908	1908	1908	F Final,2,M2-
Karl VERNON	GBR	M	None	None	1912	1912	1912	F Final,2,M4+
David SECKER WALKER	GBR	M	10 Jun 1932	1932	None	None	NoneNone
John WALKER	GBR	M	None	None	1912	1912	1912	F Final,2,M8+
Hugh WARDELL-YERBURGH	GBR	M	11 Jan 1938	1938	1964	1964	1964	F Final,2,M4-
Humphrey WARREN	GBR	M	15 May 1910	1910	None	None	NoneNone
Michael WARRINER	GBR	M	3 Dec 1908	1908	1928	1928	1928	F Final,1,M4-
Alan WATSON	GBR	M	9 Jul 1929	1929	None	None	NoneNone
Peter WEBB	GBR	M	2 Oct 1940	1940	None	None	NoneNone
Henry WELLS	GBR	M	None	None	1912	1912	1912	F Final,1,M8+
Ian WELSH	GBR	M	10 Mar 1933	1933	None	None	NoneNone
Harold WEST	GBR	M	None	None	1928	1928	1928	F Final,2,M8+
Richard WHEADON	GBR	M	31 Mar 1933	1933	None	None	NoneNone
Allan WHITWELL	CHN	M	5 May 1954	1954	1987;1986;1984;1982;1980;1978;1977	1977	1987	FA Final,3,LM2x;FA Final,1,LM2x;F Final,5,M8+;FA Final,6,M4x;F Final,2,M8+;FB Final,4,M4x;FA Final,5,M8+
Charles WIGGIN	GBR	M	8 Jan 1950	1950	1980;1979;1978;1977	1977	1980	F Final,3,M2-;FA Final,4,M2-;FB Final,4,M4x;FB Final,1,M4x
Arthur WIGGINS	GBR	M	None	None	1912	1912	1912	F Final,2,M8+
Edward WILLIAMS	GBR	M	None	None	1908	1908	1908	F Final,4,M8+
William WINDHAM	GBR	M	2 Apr 1926	1926	1952	1952	1952	F Final,4,M8+
William WOODWARD	GBR	M	14 Oct 1920	1920	None	None	NoneNone
John WORLIDGE	GBR	M	3 Dec 1928	1928	1952	1952	1952	F Final,4,M8+
Leslie WORMWALD	GBR	M	None	None	1912	1912	1912	F Final,1,M8+
Patrick WRIGHT	GBR	M	20 May 1945	1945	None	None	NoneNone
John YALLOP	GBR	M	24 Oct 1949	1949	1976;1975;1973	1973	1976	F Final,2,M8+;FA Final,4,M4-;FB Final,4,M2-
Robin YARROW	GBR	M	8 Feb 1946	1946	None	None	NoneNone
Jochen NEULING	GER	M	10 Feb 1938	1938	1960	1960	1960	F Final,4,M2-
Peter PROMPE	GER	M	26 May 1947	1947	None	None	NoneNone
Anton RUDAEV	RUS	M	2 Sep 1988	1988	None	None	NoneNone
Claus WILKE	GER	M	26 May 1941	1941	None	None	NoneNone
Helmut WOLLMANN	GER	M	16 Mar 1947	1947	1968	1968	1968	F Final,4,M2+
Reinhard ZERFOWSKI	GER	M	3 Nov 1947	1947	None	None	NoneNone
Ioannis DIAKOUMAKOS	GRE	M	None	None	None	None	NoneNone
Gregorios EMMANOUIL	GRE	M	12 Sep 1912	1912	None	None	NoneNone
Nicolaos FILIPPIDES	GRE	M	None	None	None	None	NoneNone
Angeliki GREMOU	GRE	W	20 Mar 1975	1975	1999;1999;1997;1997;1994	1994	1999	FB Final,5,W4x;F Final,6,W4x;FB Final,4,LW2x;FA Final,5,LW2x;FA Final,4,BW2-
Nikolaos HATSIYAKOUMIS	GRE	M	None	None	None	None	NoneNone
Panayotis KALOBRATSOU	GRE	M	24 Nov 1934	1934	None	None	NoneNone
Heraklios KLAGGAS	GRE	M	25 Nov 1926	1926	None	None	NoneNone
Ioannis KRISOKOU	GRE	M	12 Jul 1934	1934	None	None	NoneNone
F. MATHEU	GRE	M	None	None	None	None	NoneNone
Nikolaos NIKOLAU	GRE	M	23 Jun 1925	1925	None	None	NoneNone
F. PARASKEVAIDIS	GRE	M	None	None	None	None	NoneNone
Eleios POLITSOI	GRE	M	15 Oct 1939	1939	None	None	NoneNone
Ioannis SIBONI	GRE	M	6 Jan 1935	1935	None	None	NoneNone
Ioannis THEODORAKEAS	GRE	M	26 Mar 1941	1941	None	None	NoneNone
Triantaphyllos TSONGAS	GRE	M	23 Oct 1938	1938	None	None	NoneNone
Antonia TSWEIR	GRE	W	None	None	None	None	NoneNone
G. VENIERIS	GRE	M	None	None	None	None	NoneNone
Alberik DE SUREMAN	GUA	M	19 Aug 1950	1950	None	None	NoneNone
Gabor ALAPY	HUN	M	15 Apr 1912	1912	1936	1936	1936	F Final,5,M8+
Arthur BAJAN	HUN	M	None	None	None	None	NoneNone
Pal BAKOS	HUN	M	None	None	None	None	NoneNone
Miklos BALINT	HUN	M	4 Dec 1957	1957	1981;1974	1974	1981	FB Final,4,M4+;FA Final,4,JM2+
Hugo BALLYA	HUN	M	20 Jul 1908	1908	1936	1936	1936	F Final,5,M8+
Laszlo BARTOK	HUN	M	None	None	None	None	NoneNone
Egon BAZINI	HUN	M	None	None	None	None	NoneNone
Karoly BAZINI	HUN	M	None	None	None	None	NoneNone
Erika BERTENYI	HUN	W	18 Mar 1959	1959	1987;1983;1981;1979	1979	1987	FA Final,5,W4x;FB Final,4,W4x+;FA Final,4,W4x+;FB Final,6,W2x
Bela BLUM	HUN	M	None	None	None	None	NoneNone
Jozsef CSERMELY	HUN	M	3 Jul 1945	1945	1973;1971;1968	1968	1973	FA Final,4,M8+;FA Final,4,M8+;F Final,2,M4-
Ildiko CSEREY	HUN	W	11 Nov 1962	1962	1987;1985;1983	1983	1987	FA Final,5,W4x;FB Final,5,W2x;FA Final,4,W2x
Laszlo DECKER	HUN	M	None	None	None	None	NoneNone
Ferenc DOBOS	HUN	M	25 Apr 1912	1912	None	None	NoneNone
Pal DOMONKOS	HUN	M	10 Dec 1908	1908	1936	1936	1936	F Final,5,M8+
Vilmos EDEN	HUN	M	22 Sep 1914	1914	1936	1936	1936	F Final,5,M4+
Robert EDER	HUN	M	None	None	None	None	NoneNone
Lajos GRAF	HUN	M	None	None	None	None	NoneNone
Karoly GYOERY	HUN	M	10 Feb 1910	1910	1936	1936	1936	F Final,4,M2-
Gyula HALMAY	HUN	M	18 Aug 1910	1910	None	None	NoneNone
Andras HAUTZINGER	HUN	M	None	None	None	None	NoneNone
Janos HOLLOSI	HUN	M	None	None	None	None	NoneNone
Frigyes HOLLOSI-JUNG	HUN	M	20 Aug 1905	1905	1936	1936	1936	F Final,5,M8+
Akos INOTAI	HUN	M	21 May 1911	1911	1936	1936	1936	F Final,5,M4+
Istvan JENEI	HUN	M	None	None	None	None	NoneNone
Imre KAFFKA	HUN	M	None	None	None	None	NoneNone
Imre KAPOSI	HUN	M	26 Oct 1915	1915	1936	1936	1936	F Final,5,M8+
Zoltan KAVAI	HUN	M	None	None	None	None	NoneNone
Imre KEMENY	HUN	M	None	None	None	None	NoneNone
Ervin KERESZTHY	HUN	M	7 May 1910	1910	1936	1936	1936	F Final,5,M8+
Jenoe KILLER	HUN	M	None	None	None	None	NoneNone
Ferenc KIRCHKNOPF	HUN	M	None	None	None	None	NoneNone
Ferenc KISS	HUN	M	4 Dec 1956	1956	1981;1974	1974	1981	FB Final,4,M4+;FA Final,4,JM2+
Lajos KISS	HUN	M	6 Jun 1940	1940	None	None	NoneNone
Sandor KLEKNER	HUN	M	None	None	None	None	NoneNone
Karoly KOCH	HUN	M	None	None	None	None	NoneNone
Andras KORMOS	HUN	M	3 Apr 1952	1952	1979;1975;1973;1971	1971	1979	FB Final,4,M2+;FB Final,6,M2+;FA Final,4,M8+;FA Final,4,M8+
Laszlo KOZMA	HUN	M	1 May 1903	1903	None	None	NoneNone
Karoly LEVICZKY	HUN	M	None	None	1908	1908	1908	F Final,4,M1x
Tibor MAGOSI	HUN	M	11 Nov 1911	1911	1936	1936	1936	F Final,4,M2-
Miltiades MANNO	HUN	M	3 Mar 1980	1980	None	None	NoneNone
Laszlo MARTON	HUN	M	None	None	None	None	NoneNone
Jozsef MESZAROS	HUN	M	None	None	None	None	NoneNone
Miklos MIHO	HUN	M	27 May 1913	1913	1936	1936	1936	F Final,5,M4+
Laszlo MOLNAR	HUN	M	29 Jun 1902	1902	1936	1936	1936	F Final,5,M4+
Elemer MORICZ	HUN	W	None	None	None	None	NoneNone
Tibor NADAS	HUN	M	None	None	None	None	NoneNone
Lajos NAGY	HUN	M	None	None	None	None	NoneNone
Bela NYILASI	HUN	M	None	None	None	None	NoneNone
Sandor ORMANDY	HUN	M	None	None	None	None	NoneNone
Frigyes PAPP	HUN	M	4 Jul 1914	1914	None	None	NoneNone
Rezsoe RIHECZKY	HUN	M	None	None	None	None	NoneNone
Laszlo ROMVARI	HUN	M	27 May 1943	1943	1971	1971	1971	FA Final,4,M8+
Istvan SANDOR	HUN	M	None	None	None	None	NoneNone
Gyorgy SARLOS	HUN	M	29 Jul 1940	1940	1968	1968	1968	F Final,2,M4-
Robert SASS	HUN	M	27 Oct 1959	1959	1979	1979	1979	FB Final,6,M8+
Jozsef SATORI	HUN	M	25 Feb 1926	1926	None	None	NoneNone
Attila STROCHMAYER	HUN	M	7 Feb 1962	1962	1985;1983	1983	1985	FB Final,5,M8+;FB Final,5,M4+
Laszlo SZABO	HUN	M	2 Jan 1908	1908	1998;1936	1936	1998	FA Final,4,M2x;F Final,5,M8+
Gyoergy SZEBENY	HUN	M	None	None	None	None	NoneNone
Istvan SZEBENY	HUN	M	None	None	None	None	NoneNone
Miklos SZEBENY	HUN	M	None	None	None	None	NoneNone
Istvan SZENDEFFY	HUN	M	None	None	None	None	NoneNone
Antal SZENDEY	HUN	M	16 Apr 1915	1915	1948;1936	1936	1948	F Final,3,M2+;F Final,5,M8+
Bela SZENDEY	HUN	M	None	None	None	None	NoneNone
Agnes SZIJJ	HUN	W	2 Aug 1956	1956	None	None	NoneNone
Zoltan SZTARCSEVICS	HUN	M	19 Aug 1959	1959	1981	1981	1981	FB Final,4,M4+
Kalman TORONYI	HUN	M	17 Nov 1955	1955	1972	1972	1972	FB Final,6,JM4-
Zoltan TOROK SR	HUN	M	None	None	None	None	NoneNone
Tibor VADAI	HUN	M	13 Feb 1913	1913	None	None	NoneNone
Tibor VAMPETICS	HUN	M	None	None	None	None	NoneNone
Janos VARADY	HUN	M	None	None	None	None	NoneNone
Laszlo VON HARASZTY	HUN	M	None	None	None	None	NoneNone
Sandor VON KOROMPAI	HUN	M	17 Jun 1912	1912	1936	1936	1936	F Final,5,M8+
Lajos WICK	HUN	M	None	None	None	None	NoneNone
Geza UETO	HUN	M	None	None	None	None	NoneNone
Miklos ZAGON	HUN	M	None	None	None	None	NoneNone
Bela ZOLTAN	HUN	M	None	None	None	None	NoneNone
Bela SZITNIK JR	HUN	M	7 Nov 1951	1951	1977	1977	1977	FB Final,6,M2+
Bela SZITNIK SR	HUN	M	17 Dec 1924	1924	None	None	NoneNone
Robert OELSCHLAEGER	HUN	M	1 Oct 1956	1956	1971	1971	1971	FA Final,4,M8+
P. DOOLEY	IRL	M	None	None	None	None	NoneNone
T. DOWDALL	IRL	M	None	None	None	None	NoneNone
Martin FEELEY	IRL	M	13 Aug 1950	1950	None	None	NoneNone
Patrick GANNON	IRL	M	25 Sep 1958	1958	1982	1982	1982	FB Final,4,M4+
Noel GRAHAM	IRL	M	25 Dec 1944	1944	1978;1977	1977	1978	FA Final,6,M2+;FB Final,2,M2+
David GRAY	IRL	M	28 Jul 1954	1954	1978;1977	1977	1978	FA Final,6,M2+;FB Final,2,M2+
S. HANLY	IRL	M	None	None	None	None	NoneNone
P. HARROLD	IRL	M	None	None	None	None	NoneNone
Iain KENNEDY	IRL	M	4 Apr 1950	1950	1978;1977	1977	1978	FA Final,6,M2+;FB Final,2,M2+
D. LAMBERT-SUGRUS	IRL	M	None	None	None	None	NoneNone
Patrick MCDONAGH	IRL	M	5 May 1957	1957	None	None	NoneNone
B. MCDONNELL	IRL	M	None	None	None	None	NoneNone
Andrew MCDONOUGH	IRL	M	11 Jun 1952	1952	None	None	NoneNone
E. MCELLIGOTT	IRL	M	None	None	None	None	NoneNone
Francis MOORE	IRL	M	24 May 1959	1959	1979	1979	1979	FB Final,2,M4+
James MULDOON	IRL	M	4 Oct 1946	1946	1977;1975	1975	1977	FB Final,1,M4+;FB Final,1,M4+
Christopher O'BRIEN	IRL	M	9 Dec 1949	1949	1978;1977;1975	1975	1978	FA Final,5,M2-;FB Final,1,M4+;FB Final,1,M4+
Liam REDMOND	IRL	M	5 Feb 1953	1953	1977;1975	1975	1977	FB Final,1,M4+;FB Final,1,M4+
Jaye RENEHAN	IRL	M	1 May 1951	1951	None	None	NoneNone
Dennis RICE	IRL	M	8 Feb 1958	1958	1979	1979	1979	FB Final,2,M4+
Timothy RYAN	IRL	M	24 Mar 1957	1957	None	None	NoneNone
William RYAN	IRL	M	28 Sep 1953	1953	1982;1978;1977;1975	1975	1982	FB Final,4,M4+;FA Final,5,M2-;FB Final,1,M4+;FB Final,1,M4+
R. TAMPLIN	IRL	M	None	None	None	None	NoneNone
D. TAYLOR	IRL	M	None	None	None	None	NoneNone
Liam WILLIAMS	IRL	M	8 Feb 1960	1960	1979	1979	1979	FB Final,2,M4+
Emilio ACCHINI	ITA	M	None	None	None	None	NoneNone
Mario ACCHINI	ITA	M	3 May 1915	1915	None	None	NoneNone
Pasquale AIESE	ITA	M	27 Apr 1962	1962	1987;1986;1985;1984;1983;1982;1980	1980	1987	FB Final,5,M2-;FA Final,2,M2-;FA Final,4,M2-;F Final,5,M2-;FA Final,4,LM8+;FA Final,1,LM4-;FA Final,6,JM8+
Antonio AMATO	ITA	M	None	None	None	None	NoneNone
Paolo AMORINI	ITA	M	5 Jul 1937	1937	1960	1960	1960	F Final,6,M8+
Massimo BALLESTRERO	ITA	M	None	None	1924	1924	1924	F Final,4,M4+
Alvaro BANCHI	ITA	M	23 Apr 1925	1925	None	None	NoneNone
Renato BERNINZONE	ITA	M	None	None	1924	1924	1924	F Final,4,M4+
Vincenzo BRUNO	ITA	M	2 Jul 1933	1933	1960	1960	1960	F Final,5,M2+
Matteo CAGLIERIS	ITA	M	1 May 1955	1955	None	None	NoneNone
Cosimo CAMPIATO	ITA	M	None	None	None	None	NoneNone
Giancarlo CASALINI	ITA	M	26 Apr 1934	1934	1960	1960	1960	F Final,6,M8+
Marcello CASANOVA	ITA	M	None	None	1924	1924	1924	F Final,4,M4+
Antonio CASOAR	ITA	M	None	None	None	None	NoneNone
Lorenzo CECCHI	ITA	M	13 Sep 1943	1943	None	None	NoneNone
Ludovico CERATO	ITA	M	None	None	1924	1924	1924	F Final,4,M4+
Pellegrino CROCE	ITA	M	24 Aug 1955	1955	None	None	NoneNone
Savino DALLA PUPPA	ITA	M	2 Apr 1929	1929	None	None	NoneNone
Mario DI BARTOLI	ITA	M	None	None	None	None	NoneNone
Erminio DONES	ITA	M	None	None	1920	1920	1920	F Final,2,M2x
Ennio FERMO	ITA	M	8 May 1946	1946	1971	1971	1971	FA Final,6,M4-
Dario GIANI	ITA	M	8 May 1938	1938	1964	1964	1964	F Final,6,M8+
Francesco GLORIOSO	ITA	M	29 Jun 1942	1942	1964	1964	1964	F Final,6,M8+
Francesco GOTTI	ITA	M	None	None	None	None	NoneNone
Enzo LANZARINI	ITA	M	14 Oct 1953	1953	None	None	NoneNone
Severino LUCINO	ITA	M	21 Oct 1929	1929	None	None	NoneNone
Siro MELI	ITA	M	10 Oct 1946	1946	1986;1985;1984;1983;1982;1977	1977	1986	FA Final,4,M8+;FA Final,2,M4+;F Final,4,M4+;FB Final,2,M4+;FB Final,2,M4+;FB Final,3,M4+
Arrigo MENICOCCI	ITA	M	None	None	None	None	NoneNone
Mario MORETTI	ITA	M	None	None	1932	1932	1932	F Final,4,M2x
Giuseppe NOAL	ITA	M	2 Sep 1950	1950	None	None	NoneNone
Claudio PADOAN	ITA	M	18 Mar 1948	1948	1971	1971	1971	FB Final,4,M2+
Giovanni Battista PAGANELLI	ITA	M	16 May 1953	1953	None	None	NoneNone
Cesare PESTUGGIA	ITA	M	11 Sep 1934	1934	None	None	NoneNone
Francesco PIGOZZO	ITA	M	30 Jun 1950	1950	None	None	NoneNone
Giuseppe PIRA	ITA	M	4 Jan 1932	1932	1960	1960	1960	F Final,6,M8+
Luigi PRATO	ITA	M	20 Sep 1937	1937	1960	1960	1960	F Final,6,M8+
Marco ROMANO	ITA	M	14 Oct 1963	1963	1987;1986;1985;1984;1983;1982	1982	1987	FB Final,5,M2-;FA Final,2,M2-;FA Final,4,M2-;F Final,5,M2-;FA Final,4,LM8+;FA Final,1,LM4-
Angelo ROSSETTO	ITA	M	13 Mar 1946	1946	1975	1975	1975	FB Final,5,M2+
Giuliano ROSSI	ITA	M	28 Jul 1951	1951	None	None	NoneNone
Ettore RUBERTI	ITA	M	None	None	None	None	NoneNone
Vincenzo RUBOLOTTA	ITA	M	None	None	None	None	NoneNone
Orlando SAVARIN	ITA	M	6 Sep 1938	1938	1964	1964	1964	F Final,6,M8+
Giuseppe SCHIAVON	ITA	M	1 Mar 1942	1942	1964	1964	1964	F Final,6,M8+
Mario SEMENZATO	ITA	M	15 Jul 1950	1950	1971	1971	1971	FB Final,5,M8+
Luciano SGHEIZ	ITA	M	20 Dec 1941	1941	1968;1964	1964	1968	F Final,4,M4+;F Final,5,M4-
Nazzareno SIMONATO	ITA	M	24 Apr 1936	1936	1960	1960	1960	F Final,6,M8+
Marino SPECIA	ITA	M	16 Sep 1943	1943	None	None	NoneNone
Livio TESCONI	ITA	M	None	None	None	None	NoneNone
Giampaolo TRONCHIN	ITA	M	10 Dec 1940	1940	None	None	NoneNone
Antonio TUZI	ITA	M	None	None	None	None	NoneNone
Ruggero VERROCA	ITA	M	3 Jan 1961	1961	1988;1987;1985;1984;1984;1983;1982;1981;1980	1980	1988	FA Final,3,LM1x;FA Final,3,LM1x;FA Final,1,LM1x;FA Final,1,LM2x;F Final,5,M2x;FA Final,1,LM2x;FA Final,1,LM2x;FA Final,1,LM2x;FA Final,1,LM2x
Osamu ABE	JPN	M	11 Aug 1913	1913	None	None	NoneNone
Hideaki AIDA	JPN	M	25 Aug 1943	1943	None	None	NoneNone
Yoshinori ARAI	JPN	M	10 Feb 1948	1948	None	None	NoneNone
Norio BAN	JPN	M	None	None	None	None	NoneNone
Kenro CHIBA	JPN	M	15 Sep 1937	1937	None	None	NoneNone
Seiji CHIHARA	JPN	M	14 Apr 1963	1963	None	None	NoneNone
Toshiji EDA	JPN	M	None	None	None	None	NoneNone
Yoshio ENOMOTO	JPN	M	None	None	None	None	NoneNone
Shigeo FUJIWARA	JPN	M	None	None	None	None	NoneNone
Koji FUKUDA	JPN	M	23 Aug 1940	1940	None	None	NoneNone
Toshi FUKUMASU	JPN	M	26 Jan 1946	1946	None	None	NoneNone
Ryuji GOTO	JPN	M	10 Sep 1931	1931	None	None	NoneNone
Toshihiro HAMADA	JPN	M	23 Oct 1941	1941	None	None	NoneNone
Masao HARA	JPN	M	None	None	None	None	NoneNone
Saburo HARA	JPN	M	None	None	None	None	NoneNone
Shin HASEGAWA	JPN	M	11 Feb 1940	1940	None	None	NoneNone
Takashi HATAKEYAMA	JPN	M	22 Sep 1916	1916	None	None	NoneNone
Yoshiki HIKI	JPN	M	None	None	None	None	NoneNone
Tetsuzo HIROSE	JPN	M	28 Dec 1939	1939	None	None	NoneNone
Yasuji HONMA	JPN	M	2 Oct 1943	1943	None	None	NoneNone
Takeo HORI	JPN	M	1 May 1913	1913	None	None	NoneNone
Susumi HOSOYA	JPN	M	25 Feb 1942	1942	None	None	NoneNone
Katsuhiko IHARA	JPN	M	13 Jan 1943	1943	None	None	NoneNone
Kenzo IKEDA	JPN	M	None	None	None	None	NoneNone
Takashi IMAMURA	JPN	M	None	None	None	None	NoneNone
Hajime ISHIKAWA	JPN	M	20 Feb 1941	1941	None	None	NoneNone
Yukiyasu ISHIKAWA	JPN	M	9 May 1965	1965	None	None	NoneNone
Tomiaki ISO	JPN	M	20 Apr 1954	1954	None	None	NoneNone
Tsugio ITO	JPN	M	28 Jan 1942	1942	None	None	NoneNone
Hironori ITSUKI	JPN	M	30 Oct 1940	1940	None	None	NoneNone
Yozo IWAZAKI	JPN	M	None	None	None	None	NoneNone
Akio KAKISHITA	JPN	M	10 Oct 1953	1953	None	None	NoneNone
Kazuo KANDA	JPN	M	29 Mar 1930	1930	None	None	NoneNone
Kenji KANEYASU	JPN	M	18 Oct 1954	1954	None	None	NoneNone
Satoomi KASAGI	JPN	M	9 Jan 1946	1946	None	None	NoneNone
Masaru KASHWAHRA	JPN	M	30 Oct 1914	1914	None	None	NoneNone
Junichi KATO	JPN	M	None	None	None	None	NoneNone
Ernest BAYER	USA	M	27 Sep 1904	1904	1928	1928	1928	F Final,2,M4-
Tamadasa KATO	JPN	M	24 Jun 1944	1944	None	None	NoneNone
Shunsuke KAWAMOTO	JPN	M	21 Aug 1962	1962	1982	1982	1982	FB Final,5,LM8+
Ryuzo KIKUCHI	JPN	M	21 Apr 1942	1942	None	None	NoneNone
Bunzo KIMURA	JPN	M	20 Apr 1942	1942	None	None	NoneNone
Linda JOHANSSON	SWE	W	15 Aug 1989	1989	None	None	NoneNone
Osamu KITAMURA	JPN	M	29 Jun 1912	1912	None	None	NoneNone
Toshihai KITAURA	JPN	M	5 Jan 1952	1952	None	None	NoneNone
Takao KOGO	JPN	M	15 May 1941	1941	None	None	NoneNone
Tamatsu KOGURE	JPN	M	7 Oct 1930	1930	None	None	NoneNone
Akihiro KOIKE	JPN	M	1 Nov 1962	1962	None	None	NoneNone
Norimasa KUROSAKI	JPN	M	2 Feb 1943	1943	None	None	NoneNone
Osamu MANDAI	JPN	M	6 Oct 1942	1942	None	None	NoneNone
Shiro MATAKI	JPN	M	12 Feb 1953	1953	None	None	NoneNone
Yukio MATSUDA	JPN	M	12 Mar 1943	1943	None	None	NoneNone
Hiroyoshi MATSUI	JPN	M	26 Nov 1966	1966	None	None	NoneNone
Kosuke MATSUO	JPN	M	4 Oct 1930	1930	None	None	NoneNone
Setsuo MATSURA	JPN	M	None	None	None	None	NoneNone
Shunsuke MIKI	JPN	M	6 Feb 1944	1944	None	None	NoneNone
Yoshio MINATO	JPN	M	26 Jan 1949	1949	None	None	NoneNone
Hiroyuki MISAWA	JPN	M	27 Mar 1938	1938	None	None	NoneNone
Isamu MITA	JPN	M	25 Mar 1913	1913	None	None	NoneNone
Tsutomuko MITSUDOME	JPN	M	7 Dec 1914	1914	None	None	NoneNone
Hatsuhiko MIZUKI	JPN	M	12 Aug 1938	1938	None	None	NoneNone
Shigeru MIYAGAWA	JPN	M	2 Jul 1948	1948	None	None	NoneNone
Koichi MIYANO	JPN	M	18 Dec 1942	1942	None	None	NoneNone
Shunji MURAI	JPN	M	19 Sep 1939	1939	None	None	NoneNone
Tomio MURAI	JPN	M	22 Mar 1948	1948	None	None	NoneNone
Yasushi MURASE	JPN	M	25 Oct 1941	1941	None	None	NoneNone
Takashi MURAYAMA	JPN	M	20 Mar 1951	1951	None	None	NoneNone
Haruyoshi NAKAGAWA	JPN	M	29 Mar 1911	1911	None	None	NoneNone
Fumio NAKATA	JPN	M	5 Jun 1948	1948	None	None	NoneNone
Shokichi NANBA	JPN	M	None	None	None	None	NoneNone
Tadashi NEGISHI	JPN	M	22 Aug 1912	1912	None	None	NoneNone
Taro NISHIDONO	JPN	M	None	None	None	None	NoneNone
Kazuo NOSE	JPN	M	None	None	None	None	NoneNone
Hideo OE	JPN	M	8 Jan 1944	1944	None	None	NoneNone
Tsuneo OGASAWARA	JPN	M	30 Jul 1942	1942	None	None	NoneNone
Hideo OKAMOTO	JPN	M	20 Jul 1948	1948	None	None	NoneNone
Tomoyuki OKANO	JPN	M	4 Dec 1962	1962	None	None	NoneNone
Naotake OKUBO	JPN	M	16 Mar 1940	1940	None	None	NoneNone
Yoshihiro ONISHI	JPN	M	21 Jun 1921	1921	None	None	NoneNone
Hiroshi SAITO	JPN	M	30 Nov 1937	1937	None	None	NoneNone
Osamu SAITO	JPN	M	12 Jun 1938	1938	None	None	NoneNone
Toshi SANO	JPN	M	None	None	None	None	NoneNone
Hachiro SATO	JPN	M	None	None	None	None	NoneNone
Naoji SATO	JPN	M	31 Oct 1942	1942	None	None	NoneNone
Tetsuo SATO	JPN	M	23 Sep 1938	1938	None	None	NoneNone
Shusui SEKIGAWA	JPN	M	13 May 1913	1913	None	None	NoneNone
Umetaro SHIBATA	JPN	M	None	None	None	None	NoneNone
Tadashi SHIMIJIMA	JPN	M	8 Oct 1912	1912	None	None	NoneNone
Masatoshi SHIMIZU	JPN	M	30 Mar 1948	1948	None	None	NoneNone
Chikara SHIRASAKA	JPN	M	18 Aug 1913	1913	None	None	NoneNone
Tsukasa SONOBE	JPN	M	None	None	None	None	NoneNone
Sadahiro SUNAGA	JPN	M	None	None	None	None	NoneNone
Daikichi SUZUKI	JPN	M	None	None	None	None	NoneNone
Yoshiteru SUZUKI	JPN	M	8 Oct 1909	1909	None	None	NoneNone
Rokuro TAKAHASHI	JPN	M	None	None	None	None	NoneNone
Isamu TAKASHIMA	JPN	M	None	None	None	None	NoneNone
Masahiro TAKATSUKI	JPN	M	8 Feb 1942	1942	None	None	NoneNone
Yasuhiko TAKEDA	JPN	M	None	None	None	None	NoneNone
Toshija TAKEUCHI	JPN	M	24 Oct 1930	1930	None	None	NoneNone
Shigemi TAMURA	JPN	M	20 Jul 1938	1938	None	None	NoneNone
Hidemitsu TANAKA	JPN	M	None	None	None	None	NoneNone
Jujiro TANAKA	JPN	M	14 Dec 1947	1947	None	None	NoneNone
Setsuji TANAKA	JPN	M	None	None	None	None	NoneNone
Yosuke TAZAKI	JPN	M	16 Feb 1939	1939	None	None	NoneNone
Taro TESHIMA	JPN	M	14 Jul 1912	1912	None	None	NoneNone
Hiroshi TORIBA	JPN	M	23 Nov 1950	1950	None	None	NoneNone
Kojyu TSUKAMOTO	JPN	M	1 Feb 1942	1942	None	None	NoneNone
Eiichi TUSKINOKI	JPN	M	8 Apr 1964	1964	None	None	NoneNone
Makoto TSUSHIDA	JPN	M	None	None	None	None	NoneNone
Yasakumi WATANABE	JPN	M	None	None	None	None	NoneNone
Taichi YAMDA	JPN	M	20 Feb 1917	1917	None	None	NoneNone
Katsumi YAMAMOTO	JPN	M	16 Dec 1946	1946	None	None	NoneNone
Masanobu YAMAMOTO	JPN	M	27 Jun 1949	1949	None	None	NoneNone
Masakatsu YAMANOUCHI	JPN	W	1 Jun 1942	1942	None	None	NoneNone
Noriichi YOSHINO	JPN	M	8 Apr 1943	1943	None	None	NoneNone
Hae-eun AN	KOR	M	7 May 1963	1963	None	None	NoneNone
Jong-duk AN	KOR	M	14 Jun 1942	1942	None	None	NoneNone
Myung-hee CHANG	KOR	W	28 Feb 1969	1969	None	None	NoneNone
Shin-il CHOI	KOR	M	1 Apr 1942	1942	None	None	NoneNone
Sung-tae CHUN	KOR	M	20 May 1943	1943	None	None	NoneNone
Boo-Young CHUNG	KOR	M	1 Oct 1964	1964	None	None	NoneNone
In-kyo CHUNG	KOR	M	1 Jul 1966	1966	1985	1985	1985	FB Final,4,M2+
Jae-won CHUNG	KOR	M	9 Jun 1969	1969	None	None	NoneNone
Kwang-soo CHUNG	KOR	M	12 Jul 1968	1968	None	None	NoneNone
Jin-sik HA	KOR	M	4 Sep 1967	1967	None	None	NoneNone
Hye-Soon HAN	KOR	W	2 Jan 1968	1968	1987	1987	1987	FB Final,3,W1x
Chul-ho HONG	KOR	M	2 Jun 1968	1968	None	None	NoneNone
Sung-in HYUNG	KOR	M	30 Jan 1967	1967	1985	1985	1985	FB Final,4,M2+
Duk-han JI	KOR	M	15 Jul 1940	1940	None	None	NoneNone
Min-Heung KANG	KOR	W	3 Oct 1966	1966	1987	1987	1987	FB Final,2,W4+
Gap-sik KIM	KOR	M	26 Jan 1968	1968	None	None	NoneNone
